,,Week 5 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Isaiah Bond,Texas,MissSt,MissSt,-,-,33,10.02,30,15.19,75.39,5.17,14.6,0.40,0.57,0.16,3.6,0.00
Kole Wilson,Texas State,SamHou,TxSt,-,-,34,9.81,31,14.98,59.23,5.17,11.5,0.65,0.08,0.16,0.5,0.00
Kelly Akharaiyi,Mississippi State,Tex,MissSt,-,-,35,9.80,48,13.97,68.53,4.18,16.4,0.44,2.76,0.53,5.2,0.00
Jalen Moss,Fresno State,UNLV,Fres,-,-,36,9.71,32,14.77,65.07,5.07,12.8,0.53,0.00,0.00,0.0,0.00
Kamdyn Benjamin,Tulsa,NorTx,Tulsa,-,-,37,9.68,44,14.09,65.07,4.41,14.8,0.52,0.60,0.09,6.7,0.00
Denzel Boston,Washington,Rut,Wash,-,-,38,9.62,37,14.57,66.56,4.95,13.4,0.49,0.00,0.00,0.0,0.00
Jordan Moore,Duke,UNC,UNC,-,-,39,9.62,49,13.90,60.53,4.28,14.1,0.57,1.70,0.48,3.5,0.00
Chrishon McCray,Kent,EastMi,EastMi,-,-,40,9.59,40,14.21,69.86,4.62,15.1,0.41,1.32,0.33,4.0,0.00
Daniel Jackson,Minnesota,Mich,Minn,-,-,41,9.55,42,14.14,64.70,4.58,14.1,0.51,0.25,0.08,3.1,0.00
Damon Ward,North Texas,Tulsa,Tulsa,-,-,42,9.54,41,14.15,58.22,4.61,12.6,0.62,0.00,0.00,0.0,0.00
Will Sheppard,Colorado,UCF,Colo,-,-,43,9.49,45,14.08,62.56,4.58,13.7,0.54,0.00,0.00,0.0,0.00
Devin McCuin,UTSA,ECU,Tx-SA,-,-,44,9.44,35,14.68,68.04,5.25,13.0,0.43,0.52,0.09,5.8,0.00
Chris Bell,Louisville,ND,Lou,-,-,45,9.40,39,14.37,68.72,4.97,13.8,0.42,0.00,0.00,0.0,0.00
Antwane Wells Jr.,Mississippi,Kty,Kty,-,-,46,9.26,53,13.51,65.92,4.25,15.5,0.44,0.09,0.09,1.0,0.00
Dalvin Smith,Western Kentucky,BC,WestKy,-,-,47,9.25,34,14.70,57.57,5.44,10.6,0.58,0.33,0.08,4.1,0.00
Jaylin Noel,Iowa State,Hou,IaSt,-,-,48,9.05,47,13.99,60.78,4.94,12.3,0.49,0.08,0.08,1.0,0.00
Johntay Cook II,Texas,MissSt,MissSt,-,-,49,9.03,59,12.85,53.22,3.83,13.9,0.61,0.52,0.17,3.1,0.00
Dorian Singer,Utah,Ari,Ari,-,-,50,8.98,64,12.47,54.45,3.49,15.6,0.54,3.13,0.54,5.8,0.00
Zachariah Branch,USC,Wisc,Wisc,-,-,51,8.87,57,12.99,61.61,4.12,15.0,0.36,5.55,0.81,6.9,0.00
Trayvon Rudolph,Northern Illinois,NCSU,NIU,-,-,52,8.77,51,13.66,52.00,4.89,10.6,0.27,14.40,1.87,7.7,0.09
Eric McAlister,TCU,Kansas,TCU,-,-,53,8.73,54,13.17,64.53,4.44,14.5,0.36,1.42,0.36,3.9,0.00
Malik Benson,Florida State,SMU,FlaSt,-,-,54,8.55,63,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Xzavier Henderson,Cincinnati,TxTch,Cin,-,-,55,8.55,52,13.54,65.86,4.99,13.2,0.33,0.00,0.00,0.0,0.00
Jeremiah Smith,Ohio State,MSU,OhioSt,-,-,56,8.55,66,12.36,56.35,3.81,14.8,0.49,0.00,0.00,0.0,0.00
Treon Sibley,Liberty,App,Lib,-,-,57,8.53,77,11.80,58.00,3.27,17.7,0.45,0.00,0.00,0.0,0.00
Jacolby George,Miami,VaTech,VaTech,-,-,58,8.51,68,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,MD,MD,-,-,59,8.51,58,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Josh Meredith,Washington State,Boise,WashSt,-,-,60,8.41,38,14.43,63.00,6.03,10.4,0.34,0.68,0.17,4.0,0.00
Lawrence Arnold,Kansas,TCU,TCU,-,-,61,8.40,80,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,JMU,BallSt,-,-,62,8.36,76,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,IaSt,IaSt,-,-,63,8.33,65,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,IaSt,IaSt,-,-,64,8.32,69,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,BYU,BYU,-,-,65,8.30,74,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,Ark,Ark,-,-,66,8.23,61,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Tailique Williams,Georgia State,GaSo,GaSo,-,-,67,8.14,55,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,GaSt,GaSo,-,-,68,8.10,50,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Kris Hutson,Washington State,Boise,WashSt,-,-,69,8.10,60,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Anthony Simpson,Massachusetts,Mia-O,UMass,-,-,70,8.05,62,12.65,62.98,4.60,13.7,0.26,2.21,0.51,4.3,0.00
Shazz Preston,Tulane,USF,USF,-,-,71,8.03,111,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Dante Wright,Temple,Army,Army,-,-,72,7.95,75,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Carnell Tate,Ohio State,MSU,OhioSt,-,-,73,7.94,81,11.72,54.74,3.78,14.5,0.41,0.00,0.00,0.0,0.00
Amare Thomas,UAB,Navy,Navy,-,-,74,7.90,43,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Yulkeith Brown,Tulane,USF,USF,-,-,75,7.85,97,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,Kansas,TCU,-,-,76,7.85,86,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,Mem,MiddTn,-,-,77,7.84,67,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,Lou,Lou,-,-,78,7.84,138,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,FIU,LaTech,-,-,79,7.79,72,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Mario Williams,Tulane,USF,USF,-,-,80,7.72,70,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,TxTch,Cin,-,-,81,7.68,90,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,Mia-Fl,VaTech,-,-,82,7.67,101,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Donavon Greene,Wake Forest,UL-Laf,UL-Laf,-,-,83,7.66,91,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,FlaSt,FlaSt,-,-,84,7.65,120,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,CentMi,SDSU,-,-,85,7.61,73,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,Tx-SA,Tx-SA,-,-,86,7.61,79,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,ECU,Tx-SA,-,-,87,7.60,95,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,Wisc,Wisc,-,-,88,7.59,78,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,PSU,Ill,-,-,89,7.58,104,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,Stan,Stan,-,-,90,7.54,71,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,Char,Char,-,-,91,7.53,102,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
J. Michael Sturdivant,UCLA,Oregon,Oregon,-,-,92,7.47,94,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,LSU,USA,-,-,93,7.47,109,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,Ark,Ark,-,-,94,7.47,112,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,OhioSt,OhioSt,-,-,95,7.46,96,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,ND,Lou,-,-,96,7.44,117,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Cam Camper,Boise State,WashSt,WashSt,-,-,97,7.40,128,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,WestKy,WestKy,-,-,98,7.39,115,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Jordan Watkins,Mississippi,Kty,Kty,-,-,99,7.36,88,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Kaden Prather,Maryland,Ind,MD,-,-,100,7.31,118,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,SMU,FlaSt,-,-,101,7.29,106,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,Miss,Kty,-,-,102,7.29,121,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,Duke,UNC,-,-,103,7.27,99,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,TexA&M,Ark,-,-,104,7.26,107,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Elijah Metcalf,Marshall,WestMI,WestMI,-,-,105,7.23,85,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,Colo,Colo,-,-,106,7.23,108,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Winston Wright,East Carolina,Tx-SA,Tx-SA,-,-,107,7.23,82,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Omari Hayes,Florida Atlantic,Wagner,Wagner,-,-,108,7.20,83,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,VaTech,VaTech,-,-,109,7.19,84,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Ala,UGa,-,-,110,7.18,89,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,Mia-Fl,VaTech,-,-,111,7.17,135,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Barion Brown,Kentucky,Miss,Kty,-,-,112,7.15,87,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,Okla,Okla,-,-,113,7.14,131,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Ja'Kobi Lane,USC,Wisc,Wisc,-,-,114,7.11,129,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Da'Quan Felton,Virginia Tech,Mia-Fl,VaTech,-,-,115,7.10,153,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,Baylor,BYU,-,-,116,7.10,124,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Julian Fleming,Penn State,Ill,Ill,-,-,117,7.09,132,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Jayce Brown,Kansas State,OkSt,OkSt,-,-,118,7.07,113,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,BC,WestKy,-,-,119,7.06,98,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Alex Adams,Akron,Ohio,Akron,-,-,120,7.05,92,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Chris Hilton,LSU,USA,USA,-,-,121,7.05,154,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,Oregon,Oregon,-,-,122,7.04,105,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,MD,MD,-,-,123,7.03,116,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,TCU,TCU,-,-,124,6.99,140,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Taylor Morin,Wake Forest,UL-Laf,UL-Laf,-,-,125,6.98,114,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Taji Hudson,James Madison,BallSt,BallSt,-,-,126,6.96,156,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Caleb Medford,New Mexico,NMSt,NM,-,-,127,6.94,143,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,Lib,Lib,-,-,128,6.91,161,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,UConn,Buff,-,-,129,6.91,119,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,WestKy,WestKy,-,-,130,6.88,158,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,Ind,MD,-,-,131,6.88,139,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
Justin Olson,UNC Charlotte,Rice,Char,-,-,132,6.88,103,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,Duke,UNC,-,-,133,6.86,136,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ryan Williams,Alabama,UGa,UGa,-,-,134,6.86,148,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Miss,Kty,-,-,135,6.84,174,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,HolyCr,HolyCr,-,-,136,6.84,130,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,Stan,Stan,-,-,137,6.84,93,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,Marsh,WestMI,-,-,138,6.84,56,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,PSU,Ill,-,-,139,6.83,142,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,Lou,Lou,-,-,140,6.82,172,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Harrison Wallace,Penn State,Ill,Ill,-,-,141,6.81,144,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Semaj Morgan,Michigan,Minn,Minn,-,-,142,6.80,146,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,Baylor,BYU,-,-,143,6.75,137,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
J.J. Sparkman,UTSA,ECU,Tx-SA,-,-,144,6.70,123,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,Purdue,Neb,-,-,145,6.69,190,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Micah Davis,Mississippi,Kty,Kty,-,-,146,6.65,162,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,Mem,MiddTn,-,-,147,6.65,127,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,KanSt,OkSt,-,-,148,6.65,126,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,Cin,Cin,-,-,149,6.64,100,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,SamHou,TxSt,-,-,150,6.64,171,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Bryson Green,Wisconsin,USC,Wisc,-,-,151,6.59,160,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Cameron Ross,James Madison,BallSt,BallSt,-,-,152,6.56,155,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,Neb,Neb,-,-,153,6.47,152,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Ala,UGa,-,-,154,6.47,151,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,TN-Mar,TN-Mar,-,-,155,6.45,177,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Dillon Bell,Georgia,Ala,UGa,-,-,156,6.41,179,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,Fres,Fres,-,-,157,6.41,110,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,Tulsa,Tulsa,-,-,158,6.40,147,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,LaTech,LaTech,-,-,159,6.37,149,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,OhioSt,OhioSt,-,-,160,6.32,186,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,Akron,Akron,-,-,161,6.32,122,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,Clem,Stan,-,-,162,6.31,134,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Kobe Prentice,Alabama,UGa,UGa,-,-,163,6.29,167,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,SMU,FlaSt,-,-,164,6.29,200,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,Minn,Minn,-,-,165,6.28,178,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,Tulsa,Tulsa,-,-,166,6.28,164,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),UMass,UMass,-,-,167,6.26,202,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,UNLV,Fres,-,-,168,6.23,145,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,Colo,Colo,-,-,169,6.23,196,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),UMass,UMass,-,-,170,6.22,175,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,UNC,UNC,-,-,171,6.22,159,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
Kelby Williams,Old Dominion,BGSU,ODU,-,-,172,6.22,191,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,WestMI,WestMI,-,-,173,6.21,133,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,Marsh,WestMI,-,-,174,6.21,204,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,Tulane,USF,-,-,175,6.17,188,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,NIU,NIU,-,-,176,6.16,184,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,Wagner,Wagner,-,-,177,6.14,166,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,CentMi,SDSU,-,-,178,6.11,141,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,Purdue,Neb,-,-,179,6.10,165,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,Wake,UL-Laf,-,-,180,6.10,176,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,WashSt,WashSt,-,-,181,6.09,226,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,FIU,LaTech,-,-,182,6.03,193,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Jalil Farooq,Oklahoma,Auburn,Okla,-,-,183,6.00,170,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,KentSt,EastMi,-,-,184,6.00,157,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Luke Wysong,New Mexico,NMSt,NM,-,-,185,6.00,206,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
Blair Conwright,North Texas,Tulsa,Tulsa,-,-,186,5.97,209,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,Stan,Stan,-,-,187,5.97,183,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,MD,MD,-,-,188,5.93,125,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Monaray Baldwin,Baylor,BYU,BYU,-,-,189,5.91,181,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Tyson Davis,Central Michigan,SDSU,SDSU,-,-,190,5.91,212,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Jonah Wilson,Houston,IaSt,IaSt,-,-,191,5.90,192,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Traeshon Holden,Oregon,UCLA,Oregon,-,-,192,5.87,210,8.48,31.83,2.61,12.2,0.43,0.78,0.17,4.6,0.00
CJ Daniels,LSU,USA,USA,-,-,193,5.86,217,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
