,,Week 7 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Joshua Wood,Fresno State,WashSt,WashSt,-,-,194,0.39,190,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Brendan Sullivan,Iowa,Wash,Wash,-,-,195,0.36,195,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Chris Parson,Mississippi State,UGa,MissSt,-,-,196,0.34,197,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,UL-Laf,App,-,-,197,0.34,196,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,Ill,Purdue,-,-,198,0.33,198,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,BYU,Ari,-,-,199,0.32,200,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Demond Williams,Washington,Iowa,Wash,-,-,200,0.32,199,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Donovan Leary,Illinois,Purdue,Purdue,-,-,201,0.30,201,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,UCLA,Minn,-,-,202,0.30,202,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,Fla,Fla,-,-,203,0.30,203,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,SJSU,SJSU,-,-,204,0.29,204,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Micah Alejado,Hawaii,Boise,Boise,-,-,205,0.28,205,0.28,6.60,0.00,0.00,11.0,0.20,0.20,1.0,0.00
Aidan Leffler,Ball State,KentSt,BallSt,-,-,206,0.28,207,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,Akron,Akron,-,-,207,0.28,206,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,SDSU,SDSU,-,-,208,0.27,208,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Maddox Kopp,Miami (OH),EastMi,Mia-O,-,-,209,0.24,209,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,Army,UAB,-,-,210,0.23,210,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,KanSt,KanSt,-,-,211,0.18,211,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Mem,Mem,-,-,212,0.17,212,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Haden Carlson,Florida International,Lib,FIU,-,-,213,0.04,213,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,Tenn,Fla,-,-,214,0.00,214,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
