,,Week 3 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Malik Benson,Florida State,Mem,Mem,-,-,56,8.55,66,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Xzavier Henderson,Cincinnati,Mia-O,Cin,-,-,57,8.55,55,13.54,65.86,4.99,13.2,0.33,0.00,0.00,0.0,0.00
Treon Sibley,Liberty,UTEP,UTEP,-,-,58,8.53,78,11.80,58.00,3.27,17.7,0.45,0.00,0.00,0.0,0.00
Jacolby George,Miami,BallSt,BallSt,-,-,59,8.51,70,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,UCLA,Ind,-,-,60,8.51,60,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Josh Meredith,Washington State,Wash,WashSt,-,-,61,8.41,42,14.43,63.00,6.03,10.4,0.34,0.68,0.17,4.0,0.00
Lawrence Arnold,Kansas,UNLV,UNLV,-,-,62,8.40,81,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,Mia-Fl,BallSt,-,-,63,8.36,77,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Jameson Tucker,Coastal Carolina,Temple,CoastC,-,-,64,8.35,79,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,Rice,Rice,-,-,65,8.33,68,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,Rice,Rice,-,-,66,8.32,71,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,AF,AF,-,-,67,8.30,75,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,Fla,TexA&M,-,-,68,8.23,64,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Tailique Williams,Georgia State,Vandy,Vandy,-,-,69,8.14,58,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Nick Nash,San Jose State,KennSt,KennSt,-,-,70,8.13,63,12.76,54.36,4.64,11.7,0.45,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,SCSt,SCSt,-,-,71,8.10,53,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Kris Hutson,Washington State,Wash,WashSt,-,-,72,8.10,62,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Anthony Simpson,Massachusetts,Buff,UMass,-,-,73,8.05,65,12.65,62.98,4.60,13.7,0.26,2.21,0.51,4.3,0.00
Shazz Preston,Tulane,Okla,Tulane,-,-,74,8.03,112,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Courtney Jackson,Arkansas State,Mich,ArkSt,-,-,75,8.02,108,11.10,54.83,3.08,17.8,0.42,0.33,0.08,4.1,0.00
Dante Wright,Temple,CoastC,CoastC,-,-,76,7.95,76,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Amare Thomas,UAB,Ark,UAB,-,-,77,7.90,47,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Nyck Harbor,South Carolina,LSU,LSU,-,-,78,7.89,93,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Yulkeith Brown,Tulane,Okla,Tulane,-,-,79,7.85,98,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,UCF,UCF,-,-,80,7.85,85,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,WestKy,WestKy,-,-,81,7.84,69,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,Purdue,ND,-,-,82,7.84,146,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,NCSU,LaTech,-,-,83,7.79,73,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Theo Wease Jr.,Missouri,BC,BC,-,-,84,7.75,91,11.50,52.50,3.75,14.0,0.42,0.00,0.00,0.0,0.00
Chris Brazzell II,Tennessee,KentSt,KentSt,-,-,85,7.74,131,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,Okla,Tulane,-,-,86,7.72,72,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,Mia-O,Cin,-,-,87,7.68,89,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,ODU,VaTech,-,-,88,7.67,101,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Donavon Greene,Wake Forest,Miss,Miss,-,-,89,7.66,90,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Trond Grizzell,California,SDSU,SDSU,-,-,90,7.62,115,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,Cal,SDSU,-,-,91,7.61,74,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,App,App,-,-,92,7.61,80,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,Tex,Tx-SA,-,-,93,7.60,95,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Pat Bryant,Illinois,CentMi,CentMi,-,-,94,7.58,104,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Landon Ransom-Goelz,Rice,Hou,Rice,-,-,95,7.53,102,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
Corey Rucker,Arkansas State,Mich,ArkSt,-,-,96,7.52,121,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,Ind,Ind,-,-,97,7.47,94,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,NWSt,NWSt,-,-,98,7.47,109,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,Fla,TexA&M,-,-,99,7.47,118,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,PVA&M,PVA&M,-,-,100,7.46,96,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Tobias Merriweather,California,SDSU,SDSU,-,-,101,7.44,135,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,Missou,BC,-,-,102,7.39,126,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Jordan Watkins,Mississippi,Wake,Miss,-,-,103,7.36,87,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Kaden Prather,Maryland,UVa,MD,-,-,104,7.31,129,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,Mem,Mem,-,-,105,7.29,106,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,UGa,UGa,-,-,106,7.29,134,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Jack Hestera,Utah State,Utah,Utah,-,-,107,7.28,117,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,NCCent,NCCent,-,-,108,7.27,99,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,UAB,UAB,-,-,109,7.26,107,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Trey Goodman,UTEP,Lib,UTEP,-,-,110,7.26,130,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,TCU,UCF,-,-,111,7.23,110,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Winston Wright,East Carolina,App,App,-,-,112,7.23,82,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Junior Vandeross,Toledo,MissSt,Toledo,-,-,113,7.21,124,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,FIU,FIU,-,-,114,7.20,83,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,BallSt,BallSt,-,-,115,7.19,84,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Kty,UGa,-,-,116,7.18,88,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,ODU,VaTech,-,-,117,7.17,145,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Jerjuan Newton,Toledo,MissSt,Toledo,-,-,118,7.16,120,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,UGa,UGa,-,-,119,7.15,86,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,NM,NM,-,-,120,7.14,143,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Darrius Clemons,Oregon State,Oregon,Oregon,-,-,121,7.13,113,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Da'Quan Felton,Virginia Tech,ODU,VaTech,-,-,122,7.10,162,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,Wyo,BYU,-,-,123,7.10,138,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Jayce Brown,Kansas State,Ari,Ari,-,-,124,7.07,123,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,MiddTn,WestKy,-,-,125,7.06,97,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,Oregon,Oregon,-,-,126,7.06,122,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Alex Adams,Akron,Colg,Colg,-,-,127,7.05,92,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Chris Hilton,LSU,SCar,LSU,-,-,128,7.05,163,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,Ind,Ind,-,-,129,7.04,105,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,UCLA,Ind,-,-,130,7.03,128,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,UNLV,UNLV,-,-,131,6.99,149,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Bryce Kirtz,Northwestern,EastIl,EastIl,-,-,132,6.99,114,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Taylor Morin,Wake Forest,Miss,Miss,-,-,133,6.98,125,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Dylan Goffney,Colorado State,Colo,Colo,-,-,134,6.96,127,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Caleb Medford,New Mexico,Auburn,NM,-,-,135,6.94,152,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,ECU,App,-,-,136,6.91,168,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,UMass,UMass,-,-,137,6.91,133,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,Missou,BC,-,-,138,6.88,165,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,UVa,MD,-,-,139,6.88,148,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
A.J. Henning,Northwestern,EastIl,EastIl,-,-,140,6.88,116,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,G-Webb,G-Webb,-,-,141,6.88,103,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,NCCent,NCCent,-,-,142,6.86,144,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ryan Williams,Alabama,Wisc,Ala,-,-,143,6.86,157,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,UGa,UGa,-,-,144,6.84,183,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,B-C,B-C,-,-,145,6.84,59,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,CentMi,CentMi,-,-,146,6.83,151,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,Purdue,ND,-,-,147,6.82,180,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Semaj Morgan,Michigan,ArkSt,ArkSt,-,-,148,6.80,155,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,Wyo,BYU,-,-,149,6.75,147,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,KennSt,KennSt,-,-,150,6.73,141,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,USF,USF,-,-,151,6.73,119,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
J.J. Sparkman,UTSA,Tex,Tx-SA,-,-,152,6.70,137,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,UNI,UNI,-,-,153,6.69,202,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Junior Sherrill,Vanderbilt,GaSt,Vandy,-,-,154,6.68,154,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Malik Rutherford,Georgia Tech,VMI,VMI,-,-,155,6.67,132,10.58,44.96,3.91,11.5,0.35,0.87,0.17,5.1,0.00
Micah Davis,Mississippi,Wake,Miss,-,-,156,6.65,169,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,WestKy,WestKy,-,-,157,6.65,142,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,Tulsa,OkSt,-,-,158,6.65,140,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,NorTx,NorTx,-,-,159,6.64,100,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,AriSt,AriSt,-,-,160,6.64,179,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Quincy Skinner Jr.,Vanderbilt,GaSt,Vandy,-,-,161,6.61,184,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Bryson Green,Wisconsin,Ala,Ala,-,-,162,6.59,167,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Jahmal Edrine,Purdue,ND,ND,-,-,163,6.47,161,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Kty,UGa,-,-,164,6.47,160,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,SJSU,KennSt,-,-,165,6.45,186,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Konata Mumpfield,Pittsburgh,WVU,WVU,-,-,166,6.42,171,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Dillon Bell,Georgia,Kty,UGa,-,-,167,6.41,188,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,Kansas,UNLV,-,-,168,6.41,111,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,TxTch,NorTx,-,-,169,6.40,156,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,FlaAtl,FIU,-,-,170,6.37,158,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,PVA&M,PVA&M,-,-,171,6.32,196,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,MorgSt,MorgSt,-,-,172,6.32,136,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Kobe Prentice,Alabama,Wisc,Ala,-,-,173,6.29,175,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,Mem,Mem,-,-,174,6.29,211,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,ArkSt,ArkSt,-,-,175,6.28,187,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,TxTch,NorTx,-,-,176,6.28,172,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),Cin,Cin,-,-,177,6.26,213,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,NMSt,NMSt,-,-,178,6.23,153,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,TCU,UCF,-,-,179,6.23,208,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),Cin,Cin,-,-,180,6.22,185,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,UConn,UConn,-,-,181,6.22,166,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
Kelby Williams,Old Dominion,VaTech,VaTech,-,-,182,6.22,203,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
Anthony Sambucci,Western Michigan,B-C,B-C,-,-,183,6.21,215,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,SouMis,USF,-,-,184,6.17,198,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,LaTech,LaTech,-,-,185,6.16,194,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,FIU,FIU,-,-,186,6.14,174,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,Cal,SDSU,-,-,187,6.11,150,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,UNI,UNI,-,-,188,6.10,173,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,NCSU,LaTech,-,-,189,6.03,205,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,Pitt,WVU,-,-,190,6.02,241,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,Temple,CoastC,-,-,191,6.01,200,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,Tulane,Tulane,-,-,192,6.00,178,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,JacSt,JacSt,-,-,193,6.00,164,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
