,,Week 2 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Ta'Quan Roberson,Kansas State,Tulane,KanSt,-,-,194,0.78,194,0.78,7.29,0.00,0.00,12.8,4.86,1.43,3.4,0.00
Nicco Marchiol,West Virginia,Albany,Albany,-,-,195,0.75,195,0.75,5.00,0.00,0.00,10.0,5.50,1.50,3.7,0.00
AJ Padgett,Rice,TxSo,TxSo,-,-,196,0.75,196,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,UAB,UAB,-,-,197,0.74,197,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Drew Pyne,Missouri,Buff,Buff,-,-,198,0.74,198,0.74,7.73,0.09,0.00,12.1,0.64,0.36,1.8,0.00
Ajani Sheppard,Rutgers,Akron,Akron,-,-,199,0.73,199,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Cole Ballard,Kansas,Ill,Kansas,-,-,200,0.70,200,0.70,7.50,0.00,0.00,15.0,4.00,1.17,3.4,0.00
Jaylen Henderson,Texas A&M,McNe,McNe,-,-,201,0.68,201,0.68,8.14,0.00,0.00,11.5,3.57,1.00,3.6,0.00
Zeon Chriss,Houston,Okla,Hou,-,-,202,0.65,202,0.65,7.43,0.00,0.00,13.0,3.57,0.71,5.0,0.00
Tahj Bullock,Akron,Rut,Akron,-,-,203,0.62,204,0.62,6.06,0.06,0.06,11.4,1.47,0.47,3.1,0.00
Ahmad Haston,Massachusetts,Toledo,UMass,-,-,204,0.62,203,0.62,6.76,0.06,0.06,10.4,1.18,0.47,2.5,0.00
Robby Ashford,South Carolina,Kty,SCar,-,-,205,0.60,205,0.60,5.63,0.00,0.00,11.3,3.75,0.88,4.3,0.00
Kevin Jennings,SMU,BYU,BYU,-,-,206,0.57,206,0.57,6.13,0.00,0.00,9.7,3.25,1.13,2.9,0.00
Braden Bohannon,Kennesaw State,UL-Laf,UL-Laf,-,-,207,0.55,207,0.55,7.09,0.00,0.00,12.9,2.64,0.73,3.6,0.00
JJ Kohl,Iowa State,Iowa,IaSt,-,-,208,0.54,208,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
RJ Martinez,Texas State,Tx-SA,Tx-SA,-,-,209,0.54,209,0.54,7.88,0.00,0.00,12.5,2.25,0.50,4.5,0.00
Emmett Morehead,Old Dominion,ECU,ECU,-,-,210,0.53,210,0.53,6.65,0.06,0.00,12.5,0.29,0.12,2.4,0.00
Tommy Ulatowski,Kent,StF-Pa,StF-Pa,-,-,211,0.53,211,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,Syr,GaTech,-,-,212,0.51,212,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,Baylor,Baylor,-,-,213,0.50,213,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Malachi Singleton,Arkansas,OkSt,Ark,-,-,214,0.49,214,0.49,7.57,0.00,0.00,13.3,1.86,1.00,1.9,0.00
Tyriq Starks,Florida Atlantic,Army,Army,-,-,215,0.48,215,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,UtahTe,UtahTe,-,-,216,0.48,216,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Eli Holstein,Pittsburgh,Cin,Pitt,-,-,217,0.47,219,0.47,6.37,0.05,0.05,11.0,0.05,0.11,0.5,0.00
Timmy McClain,Arkansas State,Tulsa,Tulsa,-,-,218,0.47,217,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
John Alan Richter,Toledo,UMass,UMass,-,-,219,0.47,218,0.47,6.86,0.00,0.00,12.0,2.00,0.57,3.5,0.00
Jacurri Brown,Central Florida,SamHou,SamHou,-,-,220,0.46,221,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,Wash,EastMi,-,-,221,0.46,220,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
CJ Bailey,North Carolina State,Tenn,Tenn,-,-,222,0.44,223,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,MiddTn,MiddTn,-,-,223,0.44,222,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,W&M,W&M,-,-,224,0.43,224,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Nich,Nich,-,-,225,0.42,225,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,Sam,Sam,-,-,226,0.40,226,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,SFA,SFA,-,-,227,0.40,227,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,Miss,MiddTn,-,-,228,0.40,228,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,Troy,Troy,-,-,229,0.39,229,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,App,App,-,-,230,0.39,232,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Hou,Hou,-,-,231,0.39,230,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,USA,USA,-,-,232,0.39,231,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,Sac,Sac,-,-,233,0.39,233,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,Duq,Duq,-,-,234,0.37,235,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,Mem,Troy,-,-,235,0.37,234,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,Ohio,USA,-,-,236,0.36,237,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Brendan Sullivan,Iowa,IaSt,IaSt,-,-,237,0.36,236,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,WestIl,WestIl,-,-,238,0.34,238,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,AriSt,MissSt,-,-,239,0.34,239,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,Clem,App,-,-,240,0.34,240,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Brayden Dorman,Arizona,NoAri,NoAri,-,-,241,0.32,243,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,MD,MSU,-,-,242,0.32,241,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,LIU,LIU,-,-,243,0.32,242,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,EastMi,EastMi,-,-,244,0.32,244,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,Ark,Ark,-,-,245,0.30,246,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,Kansas,Kansas,-,-,246,0.30,247,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,URI,URI,-,-,247,0.30,245,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,NCSU,Tenn,-,-,248,0.30,248,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
Jackson Brousseau,Colorado State,NorCol,NorCol,-,-,249,0.29,249,0.29,6.90,0.00,0.00,11.5,0.10,0.30,0.3,0.00
Grant Gunnell,Sam Houston,UCF,SamHou,-,-,250,0.28,252,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,MoStU,MoStU,-,-,251,0.28,251,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,OhioSt,WestMI,-,-,252,0.28,250,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,Idaho,Idaho,-,-,253,0.27,253,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,Cal,Cal,-,-,254,0.26,254,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Landry Lyddy,UAB,UL-Mon,UAB,-,-,255,0.23,255,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,Neb,Colo,-,-,256,0.18,256,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Ala,USF,-,-,257,0.17,258,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,FlaA&M,FlaA&M,-,-,258,0.17,257,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,CentMi,CentMi,-,-,259,0.04,259,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
Clay Millen,Florida,Sam,Sam,-,-,260,0.00,260,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00
