,,Week 4 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Daniel Jackson,Minnesota,Iowa,Iowa,-,-,40,9.55,42,14.14,64.70,4.58,14.1,0.51,0.25,0.08,3.1,0.00
Damon Ward,North Texas,Wyo,Wyo,-,-,41,9.54,40,14.15,58.22,4.61,12.6,0.62,0.00,0.00,0.0,0.00
Will Sheppard,Colorado,Baylor,Baylor,-,-,42,9.49,44,14.08,62.56,4.58,13.7,0.54,0.00,0.00,0.0,0.00
Devin McCuin,UTSA,HouChr,HouChr,-,-,43,9.44,34,14.68,68.04,5.25,13.0,0.43,0.52,0.09,5.8,0.00
Chris Bell,Louisville,GaTech,GaTech,-,-,44,9.40,38,14.37,68.72,4.97,13.8,0.42,0.00,0.00,0.0,0.00
Chris Tyree,Virginia,CoastC,UVa,-,-,45,9.29,41,14.14,60.48,4.85,12.5,0.47,4.39,1.49,2.9,0.00
Antwane Wells Jr.,Mississippi,GaSo,GaSo,-,-,46,9.26,53,13.51,65.92,4.25,15.5,0.44,0.09,0.09,1.0,0.00
Dalvin Smith,Western Kentucky,Toledo,Toledo,-,-,47,9.25,33,14.70,57.57,5.44,10.6,0.58,0.33,0.08,4.1,0.00
Elijhah Badger,Florida,MissSt,Fla,-,-,48,9.08,50,13.72,73.88,4.64,15.9,0.25,1.77,0.34,5.2,0.00
Jaylin Noel,Iowa State,ArkSt,ArkSt,-,-,49,9.05,46,13.99,60.78,4.94,12.3,0.49,0.08,0.08,1.0,0.00
Johntay Cook II,Texas,UL-Mon,UL-Mon,-,-,50,9.03,57,12.85,53.22,3.83,13.9,0.61,0.52,0.17,3.1,0.00
Dorian Singer,Utah,OkSt,Utah,-,-,51,8.98,63,12.47,54.45,3.49,15.6,0.54,3.13,0.54,5.8,0.00
Zachariah Branch,USC,Mich,USC,-,-,52,8.87,55,12.99,61.61,4.12,15.0,0.36,5.55,0.81,6.9,0.00
Trayvon Rudolph,Northern Illinois,Buff,Buff,-,-,53,8.77,51,13.66,52.00,4.89,10.6,0.27,14.40,1.87,7.7,0.09
Eric McAlister,TCU,SMU,TCU,-,-,54,8.73,54,13.17,64.53,4.44,14.5,0.36,1.42,0.36,3.9,0.00
Malik Benson,Florida State,Cal,Cal,-,-,55,8.55,62,12.58,55.84,4.04,13.8,0.49,0.00,0.00,0.0,0.00
Xzavier Henderson,Cincinnati,Hou,Hou,-,-,56,8.55,52,13.54,65.86,4.99,13.2,0.33,0.00,0.00,0.0,0.00
Jeremiah Smith,Ohio State,Marsh,Marsh,-,-,57,8.55,65,12.36,56.35,3.81,14.8,0.49,0.00,0.00,0.0,0.00
Treon Sibley,Liberty,ECU,ECU,-,-,58,8.53,76,11.80,58.00,3.27,17.7,0.45,0.00,0.00,0.0,0.00
Jacolby George,Miami,USF,Mia-Fl,-,-,59,8.51,67,12.27,56.32,3.76,15.0,0.48,0.00,0.00,0.0,0.00
Elijah Sarratt,Indiana,Char,Char,-,-,60,8.51,56,12.95,59.24,4.44,13.3,0.43,0.26,0.09,2.9,0.00
Josh Meredith,Washington State,SJSU,SJSU,-,-,61,8.41,37,14.43,63.00,6.03,10.4,0.34,0.68,0.17,4.0,0.00
Lawrence Arnold,Kansas,WVU,Kansas,-,-,62,8.40,79,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,CentMi,BallSt,-,-,63,8.36,74,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Jameson Tucker,Coastal Carolina,UVa,UVa,-,-,64,8.35,77,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Marquis Shoulders,Houston,Cin,Hou,-,-,65,8.33,64,12.44,57.05,4.11,13.9,0.44,0.00,0.00,0.0,0.00
Joseph Manjack,Houston,Cin,Hou,-,-,66,8.32,68,12.20,50.91,3.88,13.1,0.53,0.53,0.26,2.0,0.00
Ketron Jackson,Baylor,Colo,Baylor,-,-,67,8.30,72,11.93,56.78,3.63,15.6,0.43,0.35,0.09,3.9,0.00
Noah Thomas,Texas A&M,BGSU,BGSU,-,-,68,8.23,60,12.66,55.38,4.43,12.5,0.44,0.35,0.35,1.0,0.00
Nick Nash,San Jose State,WashSt,SJSU,-,-,69,8.13,59,12.76,54.36,4.64,11.7,0.45,0.00,0.00,0.0,0.00
Dalen Cobb,Georgia Southern,Miss,GaSo,-,-,70,8.10,49,13.81,61.79,5.71,10.8,0.26,3.63,0.61,6.0,0.00
Kris Hutson,Washington State,SJSU,SJSU,-,-,71,8.10,58,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Anthony Simpson,Massachusetts,CentCt,CentCt,-,-,72,8.05,61,12.65,62.98,4.60,13.7,0.26,2.21,0.51,4.3,0.00
Shazz Preston,Tulane,UL-Laf,Tulane,-,-,73,8.03,109,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Courtney Jackson,Arkansas State,IaSt,ArkSt,-,-,74,8.02,107,11.10,54.83,3.08,17.8,0.42,0.33,0.08,4.1,0.00
Dante Wright,Temple,UtahSt,UtahSt,-,-,75,7.95,73,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Carnell Tate,Ohio State,Marsh,Marsh,-,-,76,7.94,80,11.72,54.74,3.78,14.5,0.41,0.00,0.00,0.0,0.00
Nyck Harbor,South Carolina,Akron,Akron,-,-,77,7.89,92,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Yulkeith Brown,Tulane,UL-Laf,Tulane,-,-,78,7.85,96,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,SMU,TCU,-,-,79,7.85,85,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,Duke,Duke,-,-,80,7.84,66,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,Mia-O,Mia-O,-,-,81,7.84,150,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,Tulsa,Tulsa,-,-,82,7.79,71,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Theo Wease Jr.,Missouri,Vandy,Vandy,-,-,83,7.75,89,11.50,52.50,3.75,14.0,0.42,0.00,0.00,0.0,0.00
Chris Brazzell II,Tennessee,Okla,Tenn,-,-,84,7.74,128,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,UL-Laf,Tulane,-,-,85,7.72,69,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,Hou,Hou,-,-,86,7.68,88,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,Rut,Rut,-,-,87,7.67,100,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,TCU,TCU,-,-,88,7.65,132,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Trond Grizzell,California,FlaSt,Cal,-,-,89,7.62,112,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,Lib,ECU,-,-,90,7.61,78,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,HouChr,HouChr,-,-,91,7.60,94,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,Mich,USC,-,-,92,7.59,75,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,Neb,Ill,-,-,93,7.58,103,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,NCSU,NCSU,-,-,94,7.54,70,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,Army,Rice,-,-,95,7.53,101,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
Corey Rucker,Arkansas State,IaSt,ArkSt,-,-,96,7.52,118,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,LSU,UCLA,-,-,97,7.47,93,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,App,USA,-,-,98,7.47,108,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,BGSU,BGSU,-,-,99,7.47,115,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,BC,MSU,-,-,100,7.46,95,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,GaTech,GaTech,-,-,101,7.44,125,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Tobias Merriweather,California,FlaSt,Cal,-,-,102,7.44,133,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Cam Camper,Boise State,PorSt,PorSt,-,-,103,7.40,141,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,MSU,MSU,-,-,104,7.39,122,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Jordan Watkins,Mississippi,GaSo,GaSo,-,-,105,7.36,87,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Kaden Prather,Maryland,Vill,Vill,-,-,106,7.31,126,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,Cal,Cal,-,-,107,7.29,105,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Dane Key,Kentucky,Ohio,Ohio,-,-,108,7.29,131,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Jack Hestera,Utah State,Temple,UtahSt,-,-,109,7.28,113,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,JMU,JMU,-,-,110,7.27,98,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,Auburn,Ark,-,-,111,7.26,106,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Trey Goodman,UTEP,ColoSt,UTEP,-,-,112,7.26,127,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Elijah Metcalf,Marshall,OhioSt,Marsh,-,-,113,7.23,84,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Winston Wright,East Carolina,Lib,ECU,-,-,114,7.23,81,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Junior Vandeross,Toledo,WestKy,Toledo,-,-,115,7.21,121,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,UConn,FlaAtl,-,-,116,7.20,82,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,USF,Mia-Fl,-,-,117,7.19,83,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,Rut,Rut,-,-,118,7.17,148,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Jerjuan Newton,Toledo,WestKy,Toledo,-,-,119,7.16,117,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,Ohio,Ohio,-,-,120,7.15,86,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,Ark,Ark,-,-,121,7.14,144,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Darrius Clemons,Oregon State,Purdue,Purdue,-,-,122,7.13,110,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Ja'Kobi Lane,USC,Mich,USC,-,-,123,7.11,142,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Da'Quan Felton,Virginia Tech,Rut,Rut,-,-,124,7.10,164,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,KanSt,KanSt,-,-,125,7.10,136,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Julian Fleming,Penn State,KentSt,KentSt,-,-,126,7.09,145,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Jayce Brown,Kansas State,BYU,KanSt,-,-,127,7.07,120,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,Toledo,Toledo,-,-,128,7.06,97,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,Purdue,Purdue,-,-,129,7.06,119,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Alex Adams,Akron,SCar,Akron,-,-,130,7.05,90,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Chris Hilton,LSU,UCLA,UCLA,-,-,131,7.05,165,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,LSU,UCLA,-,-,132,7.04,104,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,Char,Char,-,-,133,7.03,124,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,WVU,Kansas,-,-,134,6.99,153,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Bryce Kirtz,Northwestern,Wash,NW,-,-,135,6.99,111,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Dylan Goffney,Colorado State,UTEP,UTEP,-,-,136,6.96,123,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Taji Hudson,James Madison,UNC,JMU,-,-,137,6.96,167,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Caleb Medford,New Mexico,Fres,Fres,-,-,138,6.94,155,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,USA,USA,-,-,139,6.91,171,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,NIU,Buff,-,-,140,6.91,130,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,MSU,MSU,-,-,141,6.88,169,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,Vill,Vill,-,-,142,6.88,152,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
A.J. Henning,Northwestern,Wash,NW,-,-,143,6.88,114,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,Ind,Char,-,-,144,6.88,102,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,JMU,JMU,-,-,145,6.86,149,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Ohio,Ohio,-,-,146,6.84,183,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,Stan,Stan,-,-,147,6.84,143,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,NCSU,NCSU,-,-,148,6.84,91,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,Neb,Ill,-,-,149,6.83,154,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,Mia-O,Mia-O,-,-,150,6.82,180,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Harrison Wallace,Penn State,KentSt,KentSt,-,-,151,6.81,156,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Semaj Morgan,Michigan,USC,USC,-,-,152,6.80,158,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,KanSt,KanSt,-,-,153,6.75,151,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,WashSt,SJSU,-,-,154,6.73,139,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,JacSt,SouMis,-,-,155,6.73,116,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
J.J. Sparkman,UTSA,HouChr,HouChr,-,-,156,6.70,135,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,Ill,Ill,-,-,157,6.69,202,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Junior Sherrill,Vanderbilt,Missou,Vandy,-,-,158,6.68,159,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Malik Rutherford,Georgia Tech,Lou,GaTech,-,-,159,6.67,129,10.58,44.96,3.91,11.5,0.35,0.87,0.17,5.1,0.00
Micah Davis,Mississippi,GaSo,GaSo,-,-,160,6.65,172,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,Duke,Duke,-,-,161,6.65,140,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,Utah,Utah,-,-,162,6.65,138,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,AriSt,AriSt,-,-,163,6.64,99,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Quincy Skinner Jr.,Vanderbilt,Missou,Vandy,-,-,164,6.61,184,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Cameron Ross,James Madison,UNC,JMU,-,-,165,6.56,166,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,OreSt,Purdue,-,-,166,6.47,163,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Konata Mumpfield,Pittsburgh,YSU,YSU,-,-,167,6.42,174,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Landon Sides,North Texas,Wyo,Wyo,-,-,168,6.40,160,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,Monm,Monm,-,-,169,6.37,161,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,BC,MSU,-,-,170,6.32,196,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,Kty,Ohio,-,-,171,6.32,134,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,Syr,Stan,-,-,172,6.31,147,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Hykeem Williams,Florida State,Cal,Cal,-,-,173,6.29,211,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,USC,USC,-,-,174,6.28,187,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,Wyo,Wyo,-,-,175,6.28,175,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),ND,Mia-O,-,-,176,6.26,212,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,NM,Fres,-,-,177,6.23,157,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Cade McDonald,Miami (OH),ND,Mia-O,-,-,178,6.22,185,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,MiddTn,Duke,-,-,179,6.22,170,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
DeMarcus Harris,Marshall,OhioSt,Marsh,-,-,180,6.21,146,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Naiem Simmons,South Florida,Mia-Fl,Mia-Fl,-,-,181,6.17,198,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,Clem,NCSU,-,-,182,6.16,194,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,UConn,FlaAtl,-,-,183,6.14,177,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,Ill,Ill,-,-,184,6.10,176,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,Tulane,Tulane,-,-,185,6.10,186,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,PorSt,PorSt,-,-,186,6.09,235,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,Tulsa,Tulsa,-,-,187,6.03,204,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,Kansas,Kansas,-,-,188,6.02,236,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,UVa,UVa,-,-,189,6.01,200,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,Tenn,Tenn,-,-,190,6.00,179,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,StF-Pa,StF-Pa,-,-,191,6.00,168,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Luke Wysong,New Mexico,Fres,Fres,-,-,192,6.00,216,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
